"MolWeight"	"nAtoms"	"numC"	"numN"	"numP"	"numO"	"numHydrogen"	"CNRatio"	"XLogP"	"Fsp3"	"MW"	"LipinskiFailures"	"nRotB"	"MLogP"	"nAtomLAC"	"nAtomP"	"nAtomLC"	"nB"	"nBase"	"nAtom"	"nAromBond"	"naAromAtom"	"ALogP"	"ALogp2"	"AMR"	"nAcid"	"nA"	"nR"	"nN"	"nD"	"nC"	"nF"	"nQ"	"nE"	"nG"	"nH"	"nI"	"nP"	"nL"	"nK"	"nM"	"nS"	"nT"	"nY"	"nV"	"nW"	"nSmallRings"	"nAromRings"	"nRingBlocks"	"nAromBlocks"	"nRings3"	"nRings4"	"nRings5"	"nRings6"	"nRings7"	"nRings8"	"nRings9"	"tpsaEfficiency"	"Zagreb"	"WPATH"	"WPOL"	"WTPT.1"	"WTPT.2"	"WTPT.3"	"WTPT.4"	"WTPT.5"	"VAdjMat"	"VABC"	"TopoPSA"	"topoShape"	"geomShape"	"PetitjeanNumber"	"MDEC.11"	"MDEC.12"	"MDEC.13"	"MDEC.14"	"MDEC.22"	"MDEC.23"	"MDEC.24"	"MDEC.33"	"MDEC.34"	"MDEC.44"	"MDEO.11"	"MDEO.12"	"MDEO.22"	"MDEN.11"	"MDEN.12"	"MDEN.13"	"MDEN.22"	"MDEN.23"	"MDEN.33"	"khs.sLi"	"khs.ssBe"	"khs.ssssBe"	"khs.ssBH"	"khs.sssB"	"khs.ssssB"	"khs.sCH3"	"khs.dCH2"	"khs.ssCH2"	"khs.tCH"	"khs.dsCH"	"khs.aaCH"	"khs.sssCH"	"khs.ddC"	"khs.tsC"	"khs.dssC"	"khs.aasC"	"khs.aaaC"	"khs.ssssC"	"khs.sNH3"	"khs.sNH2"	"khs.ssNH2"	"khs.dNH"	"khs.ssNH"	"khs.aaNH"	"khs.tN"	"khs.sssNH"	"khs.dsN"	"khs.aaN"	"khs.sssN"	"khs.ddsN"	"khs.aasN"	"khs.ssssN"	"khs.sOH"	"khs.dO"	"khs.ssO"	"khs.aaO"	"khs.sF"	"khs.sSiH3"	"khs.ssSiH2"	"khs.sssSiH"	"khs.ssssSi"	"khs.sPH2"	"khs.ssPH"	"khs.sssP"	"khs.dsssP"	"khs.sssssP"	"khs.sSH"	"khs.dS"	"khs.ssS"	"khs.aaS"	"khs.dssS"	"khs.ddssS"	"khs.sCl"	"khs.sGeH3"	"khs.ssGeH2"	"khs.sssGeH"	"khs.ssssGe"	"khs.sAsH2"	"khs.ssAsH"	"khs.sssAs"	"khs.sssdAs"	"khs.sssssAs"	"khs.sSeH"	"khs.dSe"	"khs.ssSe"	"khs.aaSe"	"khs.dssSe"	"khs.ddssSe"	"khs.sBr"	"khs.sSnH3"	"khs.ssSnH2"	"khs.sssSnH"	"khs.ssssSn"	"khs.sI"	"khs.sPbH3"	"khs.ssPbH2"	"khs.sssPbH"	"khs.ssssPb"	"Kier1"	"Kier2"	"Kier3"	"HybRatio"	"fragC"	"FMF"	"ECCEN"	"SP.0"	"SP.1"	"SP.2"	"SP.3"	"SP.4"	"SP.5"	"SP.6"	"SP.7"	"VP.0"	"VP.1"	"VP.2"	"VP.3"	"VP.4"	"VP.5"	"VP.6"	"VP.7"	"SPC.4"	"SPC.5"	"SPC.6"	"VPC.4"	"VPC.5"	"VPC.6"	"SC.3"	"SC.4"	"SC.5"	"SC.6"	"VC.3"	"VC.4"	"VC.5"	"VC.6"	"SCH.3"	"SCH.4"	"SCH.5"	"SCH.6"	"SCH.7"	"VCH.3"	"VCH.4"	"VCH.5"	"VCH.6"	"VCH.7"	"C1SP1"	"C2SP1"	"C1SP2"	"C2SP2"	"C3SP2"	"C1SP3"	"C2SP3"	"C3SP3"	"C4SP3"	"ATSp1"	"ATSp2"	"ATSp3"	"ATSp4"	"ATSp5"	"ATSm1"	"ATSm2"	"ATSm3"	"ATSm4"	"ATSm5"	"ATSc1"	"ATSc2"	"ATSc3"	"ATSc4"	"ATSc5"
"neg_DANCE_RDvsIR_2021_SJ_Censet_Int1_RE2_1_11964"	257730.147228904	18233	12509	1392	19	4008	15191	2946.37976190476	206.91	241.221511848297	257918.004183711	751	4876	1512.85	1158	6758	8959	19512	230	33424	0	0	-163.2297	3466.81277025	68204.7279999999	216	265	0	8	12	10	0	17	9	336	0	16	31	44	10	12	29	10	0	46	0	1788	1093	1325	879	23	12	311	1413	29	0	0	167.115467122926	94938	2341958	30719	36687.8575135291	1053.29804698049	15858.4587795315	10656.1110444309	4284.28840953494	3226.08163546314	0	81287.07	486.994869019869	0	251.795094007655	255.433125453272	1452.05364311015	2301.60091180725	250.587562457856	4840.87511225522	11157.257998379	462.991095400823	6863.11570059415	612.302592280248	73.7837803128635	1117.63690762162	1238.07797540306	421.940772841466	13.5429399321686	85.0998706017961	14.8368642381911	222.597569413331	187.814472139955	56.3198327003837	0	0	0	0	3	3	1163	13	2168	2	219	2878	2006	1	17	1180	2154	351	222	2	140	3	2	483	49	9	0	67	207	283	27	100	1	1384	1378	1141	71	127	0	0	0	0	0	0	1	18	0	5	2	44	17	6	64	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	15090.8797479944	6867.10440995592	4066.51612780542	241.676177583809	1820224.24000001	309.925287046757	500422	13278.3897457819	8669.52111982901	8046.21385494217	6563.44729574102	5296.36956136407	4248.89342457254	3022.56085665597	2180.6404111169	10277.267128869	5986.33455968039	4646.24370235456	3274.44565961045	2307.48308614587	1587.94442514633	973.761213214603	610.977452170513	3357.96846295724	5196.91925572905	7631.59099674913	1276.75508506349	1759.75739069784	2212.88917211014	1525.5836119329	55.0490743529339	432.934939455823	37.2874968751061	668.039783819256	21.0907234578846	123.949346301618	10.6205326556264	5.74824604802584	8.16355532964202	33.3660353404661	168.628278795913	336.051797640101	4.00998193455217	5.52024246510284	17.6753060849287	71.3259141790905	115.427337435887	11	8	1229	4497	1028	2112	2628	368	82	1214539.93169695	1439371.74188396	2058520.61332491	2230547.71790531	2138169.24748916	23278.5585269272	22837.4010470325	33117.2098417786	37241.4458118327	37200.1308840842	554.534469163573	-249.552455251749	-43.3032242296297	48.4340638117704	-66.4014738675318
"neg_DANCE_RDvsIR_2021_SJ_Censet_Rd1_GE3_1_12069"	229002.711818879	16201	11078	1215	17	3621	13334	2410.32261904762	135.057	210.943395308815	229167.79834629	670	4262	1338.33	983	6121	7926	17365	194	29535	0	0	-210.4075	2990.30986404999	60525.483	191	216	0	9	7	6	0	11	8	274	0	4	25	36	9	11	26	10	0	22	0	1617	997	1204	799	22	8	270	1292	25	0	0	149.896044507418	84548	2053216	27356	32627.8152433381	940.301920238865	14208.0163621557	9647.94818045441	3745.25035712435	2876.6155975734	0	72808.28	435.641741591742	0	224.885249010722	225.199600858995	1214.38168166484	1969.66814180651	211.939525833161	4314.43563671318	9948.05232535533	364.378033258027	6336.7067932149	497.93678043504	55.0965030010614	1005.77946493851	1159.8785094219	401.999649428963	10.1816610736636	76.2874374805989	13.3145467235051	200.713427073037	167.235576116959	46.680721892194	0	0	0	0	4	3	990	16	1849	0	192	2611	1816	1	10	1006	1978	311	184	2	126	2	1	407	36	6	0	48	210	253	19	88	1	1286	1185	1065	61	111	0	0	0	0	0	0	1	16	0	6	2	33	20	4	60	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	13362.5196076689	6055.70825963586	3557.95425542307	211.040783702687	1587768.23	282.31059034826	440655	11785.5608955966	7705.80878033464	7158.39253234149	5845.59145602125	4728.62717337444	3805.82414937142	2708.61278404969	1959.57078369843	9096.32720646295	5292.39805009564	4104.12009377227	2887.95237909	2033.90932324756	1402.09921033652	853.290792899443	535.002732595143	2977.72380735622	4618.58189788148	6781.67272122245	1120.39696661838	1535.59451990837	1922.97961565563	1356.81034719405	49.0023550902669	380.271192589967	30.6574624257924	589.003966600459	18.215951405078	107.766135415712	8.71910034818985	5.5054467681991	7.39010664380385	29.0671582840918	149.667612742705	298.432949983188	3.93972868479378	5.0507575161176	15.2854229291878	62.8696168173816	100.025009332426	6	4	1073	4077	914	1847	2302	294	66	1077079.3865726	1277513.55969802	1828251.40613402	1981024.77489045	1894210.99700987	20713.9477288639	20354.6915025774	29540.4056057922	33208.2123854926	33073.5787001875	498.805437712898	-224.929043399881	-41.8379453115483	46.8785577506607	-57.993131724218
"neg_DANCE_RDvsIR_2021_SJ_Hedrha_Rd1_RC1_1_11941"	347865.051903293	24592	16776	1776	34	5589	20341	3814.58095238095	171.045	328.866094717222	348114.113933966	1043	6397	2007.6	1557	8708	12054	26382	311	44933	0	0	-323.928800000001	4700.44115434	91186.3502	320	318	0	5	24	7	0	13	15	412	0	20	37	50	22	13	34	11	0	48	0	2468	1435	1801	1161	29	19	452	1945	23	0	0	225.504688363408	128822	3246146	41836	49530.4749001055	1406.21249234635	21627.2353996947	14894.1222351861	5481.22624902961	4315.56487040429	0	111153.54	649.797553426965	0	335.943509744152	331.355695700448	1865.09288247305	3093.11321935162	330.829326848119	6283.24555741413	15009.8667589844	661.675801639973	9565.85735374059	893.568768087213	90.6193070871723	1583.15636815089	1805.83436867026	636.604199681904	16.0066914574195	109.690745557432	18.6367129854601	283.363266593053	237.988659458057	70.4378437788472	0	0	0	0	4	3	1507	21	2871	1	312	3688	2945	0	24	1595	2867	450	316	2	195	3	0	577	67	5	2	81	294	362	33	139	0	1998	1812	1640	98	202	0	0	0	0	0	0	0	34	0	15	4	36	26	10	74	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	20263.0424393028	9106.78565795727	5315.86100194289	329.553537553966	2468275.16000001	417.039837638644	684597	17901.368850546	11686.3048232846	10897.7148515564	8930.25223508258	7213.15041858012	5815.71013227829	4172.89807808203	3020.57324898851	13804.6432595049	8047.91733175908	6277.86958268052	4461.916199274	3157.61320061353	2186.22944974314	1349.68095933336	851.334432283571	4620.07295789294	7160.84564311243	10555.5353916425	1775.86784190711	2460.73086282073	3121.69467315152	2094.12603828032	78.7955687579051	599.148559904114	48.5715626786591	914.011192658017	28.4732565913511	176.698946507309	15.4210794304949	7.19815210903914	10.8526563692692	48.0400581239242	237.040947992428	477.759472059782	5.40422178101591	7.96383485773602	25.4889608790849	102.746814524934	168.445884359577	6	19	1668	5794	1403	2839	3658	544	115	1635495.59861268	1945308.05353932	2797498.97340713	3032324.54132018	2901600.08356302	31430.7269142765	30862.4345477059	45112.8199668161	50740.7338116253	50446.0518728965	773.750442875995	-350.182595367306	-60.5480699729259	65.6671043020759	-89.0201505714997
"neg_DANCE_RDvsIR_2021_SJ_Hedrha_Rd2_RB1_1_11930"	346879.502805193	24510	16711	1760	34	5613	20326	3745.08452380952	161.988	326.664048293879	347126.111953187	1055	6438	1992.1	1608	8557	11923	26299	307	44836	0	0	-329.7419	4553.71139845	90813.7884999999	324	336	0	5	22	11	0	19	15	430	0	15	35	52	20	17	33	12	0	54	0	2467	1427	1756	1126	26	18	452	1941	30	0	0	225.857363823059	128432	3228972	41828	49373.6349926662	1392.5506803732	21597.2083746747	14968.3919451349	5426.59841947282	4281.37785585348	0	111951.83	643.601812076812	0	332.746996622939	333.230372473714	1851.13130003145	3191.20635085717	326.710646423472	6139.52961445733	15006.9782433898	656.23038402622	9684.57321540246	898.936220623646	95.9095897200577	1591.09925565488	1821.23272765442	667.245882047462	15.9542676170386	119.160536637445	19.1505575006861	290.569420138318	228.658410875074	63.9174765991888	0	0	0	0	3	1	1513	28	2858	4	309	3604	3013	0	29	1603	2759	497	310	3	194	4	0	581	66	5	2	69	306	337	32	144	0	1992	1828	1648	104	167	0	0	0	0	0	0	0	34	0	12	7	56	29	9	73	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20201.0368702309	9091.84568976036	5310.4959974465	327.473483694881	2482442.99000001	409.434253424046	679278	17840.4006273115	11648.8638395284	10855.7666498236	8907.69702097662	7205.2641857717	5825.58323809871	4182.81057787778	3036.90186362058	13777.928854797	8051.58084076615	6288.8816121186	4479.39540184523	3180.24826233206	2210.602795037	1370.28505960012	867.695475469919	4608.09188448921	7167.16823866698	10619.0690700417	1785.88426045923	2487.84476615604	3176.3760352143	2076.05900366687	74.0418023192954	594.611725116735	45.9075445505706	914.349464332793	28.1459908990231	177.795962950544	15.413241203932	6.50122868398046	9.61892959468311	47.7832071422913	233.80338700501	475.463109632883	5.00998105971525	7.03170646292187	25.6147922711483	102.802338162764	170.199486522062	10	23	1738	5630	1378	2843	3717	553	116	1640492.70148617	1952865.78137429	2813373.3452688	3059738.78719301	2934266.05681198	31340.9864010128	30811.2674183007	45060.7832613082	50853.373115389	50652.9657294442	777.364666085953	-351.394504370865	-62.1467206704459	69.6523489255503	-93.7420842380694
"neg_DANCE_RDvsIR_2021_SJ_Hedrha_Rd3_BC5_1_12000"	379097.256946221	26750	18202	1914	40	6150	22020	4104.87380952381	186.344	360.702215707681	379367.730605435	1128	6946	2186.14	1838	9460	13100	28700	316	48770	0	0	-368.6033	5218.64135921	99159.2341000001	366	369	1	6	29	9	0	18	20	463	0	19	35	58	19	16	45	13	0	54	0	2698	1570	1927	1258	32	24	505	2106	31	0	0	252.264954965555	140188	3466988	45560	53873.6318365031	1546.24376777837	23659.9973450205	16385.3728116518	5907.19340663116	4732.99795745543	0	122792.38	711.800174825175	0	368.529237803788	354.084127177845	1951.04938278375	3303.2430063291	360.213621689384	6682.28225228488	16200.6275726885	731.463977711443	10386.9598358401	959.67510734378	101.833714198784	1772.40954031321	1960.85714716952	703.056937253236	15.5984124067166	115.17559772105	25.5222627073454	306.443768750963	257.939174548591	74.7053489278658	0	0	0	0	4	3	1613	25	3087	4	363	3979	3198	0	32	1718	3097	535	344	2	209	5	1	632	74	8	4	91	316	364	35	162	0	2222	1985	1782	114	187	0	0	0	0	0	0	2	38	0	14	7	51	38	7	89	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	22032.7222933322	9896.9919973826	5802.02334044915	361.592904664373	2645383.48000001	452.225024840384	737254	19473.0773814641	12711.7790245689	11850.1178056463	9730.16032432856	7861.2219381337	6324.30129275412	4528.07468162565	3274.9456231308	15015.183261465	8765.93147058938	6837.57606635736	4859.02966572668	3434.9162122733	2371.28705385483	1460.18049489147	917.006008937634	5051.60406256307	7841.36485913642	11562.3615984914	1930.64711296385	2670.01350322207	3373.75717881329	2274.21326432831	85.1742754140131	658.764735629147	53.968916811838	993.240031832674	30.9599228521289	191.003421836389	16.2024965109241	7.86349741893423	12.4213644610607	55.5463648544946	260.673119451054	525.055519832323	5.83313701682906	8.69391552840453	29.3954489591713	112.137350066766	182.179025313373	13	23	1850	6313	1503	3046	3998	572	124	1783747.3394395	2121904.41783598	3051463.47990758	3307336.40121886	3159315.82968063	34651.9811080216	33727.9265449714	49310.725040476	55537.6487781474	55125.2522047073	844.088255414008	-378.775053324703	-65.5711189406555	64.328552371603	-96.192298157322
"neg_DANCE_RDvsIR_2021_SJ_Hedrha_Rd4_RE3_1_11965"	344909.804990294	24371	16682	1790	32	5466	20411	3792.84880952381	229.936	335.631900908263	345157.077503925	999	6384	2019.99	1710	8567	11991	26130	308	44782	0	0	-228.4241	4608.04437037	90671.0346000001	318	334	0	4	22	7	0	16	13	420	0	14	42	66	22	15	28	10	0	54	0	2445	1409	1765	1135	28	20	470	1896	31	0	0	227.308357321829	127498	3146152	41385	49073.0009403318	1417.6495248733	21323.2688216463	14557.7059983469	5536.8104340699	4331.32292987476	0	109786.68	651.575141525141	0	337.540690851197	352.978554085972	1885.70244143997	3150.87093388151	365.335560139004	6381.48149917526	14728.385329127	729.906257561724	9237.60846283526	956.33882712245	104.774502906088	1533.02696233207	1753.45945050539	620.837057166761	13.1599454757866	102.832889057063	19.7104646258948	292.209286297473	248.000479408983	68.7557140508686	0	0	0	0	4	3	1532	28	2978	4	315	3618	2872	0	34	1567	2767	448	339	3	177	4	0	573	69	8	2	76	312	369	37	142	0	1936	1806	1578	99	163	0	0	0	0	0	0	1	31	0	9	7	63	32	6	76	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20088.3138154947	9052.17263732206	5306.01442943923	336.58348552597	2449229.89000001	417.259119861198	670763	17740.1031994963	11584.4047134304	10783.6722209127	8838.06738159766	7138.46376007516	5744.53276009841	4111.86522998415	2973.78825159617	13746.1040486429	8039.54903032188	6283.45451011159	4473.95196955659	3175.0607614016	2201.52630603602	1363.16520318139	860.942199508333	4579.7823601118	7117.09122930466	10512.4549628252	1791.7489957488	2496.625508117	3182.35868625187	2062.28086519405	77.7447985806303	597.93679259815	51.9650534552773	918.547208787863	30.4456137388353	180.115934609949	16.7466232270103	7.20900579730103	10.0816651869184	49.498030917435	236.484882620126	473.652164225757	5.32512942920712	7.27243633583501	26.781270878197	104.344857588978	171.313951534668	12	26	1705	5647	1327	2910	3702	548	126	1631252.86149203	1939764.1295896	2791414.13716192	3025840.34751509	2893590.57084534	31147.0935927535	30612.0921728496	44721.0960276526	50337.1065514078	49988.563801716	757.185323374191	-342.031576482011	-59.1797637861431	64.6851759129102	-89.6121530161825
"neg_DANCE_RDvsIR_2021_SJ_Hyphir_Int1_RD7_1_11961"	298734.15870341	21107	14419	1531	34	4785	17549	3232.11587301587	184.548	281.387769478451	298951.115707544	877	5576	1727.87	1407	7577	10285	22624	242	38656	0	0	-211.5232	4327.90944266	78383.6917999999	253	273	0	7	13	2	0	20	18	350	0	11	35	46	18	15	21	10	0	42	0	2102	1238	1521	964	25	13	371	1670	23	0	0	190.766349008882	110446	2739704	35990	42493.0786180608	1207.3393081178	18539.2011869814	12758.9587296322	4727.37673599345	3707.1188501619	0	95056.8599999999	560.006549006548	0	289.222673599153	319.91825570872	1642.40762652051	2824.17860239514	330.293687374194	5407.15250728979	12764.1467997457	556.472205424646	7964.72662883597	771.442043902986	91.957424979689	1361.03957117327	1593.90521110667	587.447631832389	12.9811486501342	95.2001641713127	16.380662925291	248.840885776044	210.446265861309	61.5498364693389	0	0	0	0	4	2	1360	25	2445	3	276	3157	2510	0	25	1369	2392	428	278	5	157	2	0	486	57	6	3	61	264	310	41	121	0	1673	1565	1434	69	143	0	0	0	0	0	0	1	33	0	7	9	41	21	3	65	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	17422.3020937737	7851.45189499302	4587.41480172958	281.917983578459	2123837.88000001	356.788508984618	579306	15374.2189554832	10028.989770825	9342.43558039335	7661.29249872234	6189.61585797222	4982.49439153937	3555.70895111497	2571.6984150212	11891.7082122809	6936.75437022818	5424.1239432562	3855.67539107589	2730.48345683983	1882.87563705058	1156.11448362036	724.892324283929	3984.64074113058	6185.02478058501	9121.85902037156	1551.63751253107	2152.04668417637	2722.24013811077	1791.45170874109	66.7497370891171	525.752422371041	45.7679653193879	799.078637404022	26.7212317337811	157.489022738396	14.7751394289588	5.98029534033271	9.44455375804735	39.2216760015156	199.635258814498	406.901036730836	4.57177983376235	6.73686996468946	21.2252564051527	86.0976233263996	142.228457475931	10	18	1449	4942	1206	2543	3090	464	104	1405471.41736556	1670873.07267056	2402283.27867577	2607677.62469249	2490306.04779293	27028.4153223884	26526.4137231757	38768.1319233056	43887.655075364	43553.7239769631	660.554736086932	-298.974915965289	-53.4258601657088	63.5033457958281	-84.7702109563336
"neg_DANCE_RDvsIR_2021_SJ_Hyphir_Rd1_BD5_1_12008"	322009.64530231	22747	15559	1693	36	5096	18999	3544.20753968254	165.974	305.021845252914	322242.778949025	955	6182	1869.81	1537	7998	11221	24343	274	41746	0	0	-208.3051	4361.67750341	84754.9531999999	299	335	0	8	18	6	0	28	17	433	0	16	37	50	16	22	35	12	0	50	0	2231	1339	1615	1061	25	11	416	1748	31	0	0	208.9246910447	118496	2970221	38345	45771.182305119	1304.75418895106	19895.6616475342	13552.4453990753	5209.95570362484	4003.84451595326	0	103070.26	606.920665445666	0	313.204524054829	313.296334448412	1748.1550783587	2947.57322859464	299.610023220304	5867.4120337561	13946.6471017053	514.485222867483	9107.79652772063	709.495799485147	83.139427767208	1430.56027405949	1609.13313899764	597.620167305036	13.1565981935097	114.576884238585	18.0723899520815	270.655019998391	233.640609685517	64.7400539525266	0	0	0	0	4	1	1436	23	2734	3	298	3399	2656	0	25	1500	2600	451	257	3	183	3	2	564	63	4	1	65	293	308	34	150	0	1779	1733	1468	78	145	0	0	0	0	0	0	1	35	0	10	7	51	31	6	69	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	18836.3156953191	8582.03598574895	5097.12910694444	305.630843546111	2284333.88000002	380.519997580066	630105	16572.2420825435	10812.7927364734	10045.7749933995	8187.89848536592	6614.74007606815	5320.17592240837	3796.37900267261	2740.85304311196	12828.2852431981	7488.31656726375	5826.5079495069	4125.70120438777	2920.79603495233	2016.09209182375	1242.98416129344	783.428143668323	4186.64028645445	6487.15869528105	9536.72409302563	1619.05357583113	2242.14406766981	2827.14072888262	1907.64013396253	66.4626093959789	535.778166124656	40.3974716799403	838.059190598965	24.9019178083762	159.394673011147	13.2855689245855	6.14219659888522	8.89147642547502	43.2612015934994	211.975529206782	425.504525312595	4.49779236222008	5.95894028636596	23.2642132667686	91.0877074555603	147.937295822191	7	21	1618	5304	1306	2644	3433	485	97	1511848.03914649	1792999.63751194	2567491.94074019	2779329.82054954	2659746.87848386	29159.9423356281	28545.2663365594	41472.0565380577	46567.062513294	46500.0722126281	703.923652462257	-321.807518537411	-49.3373239934662	66.892367257674	-91.2806117604834
"neg_DANCE_RDvsIR_2021_SJ_Hyphir_Rd2_GD1_1_12056"	327837.493343655	23187	15887	1719	35	5166	19142	3556.0003968254	226.307	309.217295865685	328074.731084547	926	6070	1928.61	1521	8633	11393	24861	266	42329	0	0	-166.5127	4177.86516632999	86454.6034999999	296	301	0	7	12	3	0	23	17	390	0	14	35	46	17	14	29	16	0	52	0	2332	1408	1680	1105	27	19	411	1844	31	0	0	214.901012634172	121242	2926914	39329	46695.2039711065	1353.65142358632	20237.4088305024	13739.882378223	5311.6963562687	4133.79215880593	0	103819.52	628.372415084915	0	324.399087993479	326.949580540251	1769.57967764955	2951.61025209936	333.913643843967	6193.52318180756	14288.7526972306	550.0358656226	9274.91969211778	748.812201977332	88.9043923627815	1453.0604269781	1636.17190911077	596.531754728633	11.5615265694	110.050154107868	21.1621685516638	275.119881620685	249.475406870838	74.5322759984183	0	0	0	0	7	2	1449	28	2708	3	296	3590	2646	1	34	1488	2709	484	278	4	169	1	4	531	62	7	1	71	312	344	41	148	1	1817	1739	1485	80	155	0	0	0	0	0	0	2	33	0	5	8	44	31	5	80	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	19108.1411770326	8628.34324686696	5061.58046728989	310.085631810333	2273264.00000002	400.305339394919	630056	16876.3867563479	11023.1680490433	10256.8661486131	8398.79982755863	6791.60706452858	5470.53597267743	3906.92782867876	2825.39568716968	13046.4657657677	7610.85410428289	5939.88974587329	4213.07757204453	2978.98002742366	2064.35330158237	1268.53939746838	800.040630232002	4326.03246762667	6710.05267745183	9872.86025241824	1665.2467776725	2292.04500870595	2887.61412523756	1955.18425914101	71.5371897038701	562.578335660674	47.1098443151756	864.346819776441	27.599001307868	164.530496323747	14.2665092996005	6.38134291062332	11.7095586113186	44.8214437808424	224.102542820367	445.945495781849	4.47811962885566	7.91894858788758	24.4655304846404	96.0544381085097	153.891774997399	10	27	1588	5603	1354	2657	3382	501	101	1547974.53666847	1839488.77448518	2641004.30115735	2858958.68496964	2731696.61234652	29659.7192111674	29162.832204437	42466.7965102292	47806.4595036144	47607.415688229	708.451498333388	-321.524059240889	-49.1197370691273	54.5289610776207	-76.9159593765377
"neg_DANCE_RDvsIR_2021_SJ_Hyphir_Rd3_RC2_1_11942"	322709.199980357	22817	15687	1724	36	4985	19013	3706.79285714286	257.325	299.081707732433	322946.194278517	929	6068	1893.19	1421	8215	11179	24458	290	41830	0	0	-142.453	4459.31375094	85332.9052999999	296	335	0	8	16	6	0	24	17	414	0	16	41	54	14	18	34	13	0	60	0	2279	1362	1661	1091	29	17	424	1780	29	0	0	206.264694050534	119302	2941872	38695	45938.0967770954	1309.79934229258	19765.3752656838	13250.8307131392	5323.54529376603	4018.25820371552	0	101374.31	608.533857808858	0	314.061206033414	346.979670618044	1858.46975895967	3029.38251097315	352.550346367529	5915.50045834895	14088.9951146748	575.733812463535	9006.89919752364	831.609905829161	93.7768676452637	1405.64997432824	1542.28748399517	547.642160747342	14.3718220140825	109.787865004579	18.2581653269064	279.914526062655	243.690022206315	66.4237827593241	0	0	0	0	6	2	1480	33	2647	3	290	3556	2614	2	22	1514	2627	447	296	3	178	3	2	548	71	3	1	79	297	336	34	143	1	1723	1711	1444	69	155	0	0	0	0	0	0	1	35	0	12	10	47	28	6	71	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	18830.5465408344	8507.94358404984	4985.06946279968	299.685900444738	2294486.30000002	388.065647488974	627386	16611.4992560535	10845.8181091185	10094.0286946208	8259.12403368973	6688.33477005304	5375.30662768336	3826.83672400808	2760.9848714513	12886.4083519267	7519.13656732308	5879.69367843124	4174.82617882957	2960.5053759746	2048.13148416375	1261.7764142005	796.0537365265	4260.53693320058	6629.60301217608	9746.68489116784	1666.59251988945	2312.29510995922	2925.07625401526	1931.06298410537	72.7567512715487	551.463555959368	45.3526078795798	862.560985864875	28.2968232048334	166.528511626986	15.1757260757271	6.9658938999862	11.5089849654209	45.3961251112492	222.968627361529	441.384285768732	5.14894363325272	8.0073844430086	24.5130722893252	95.5461550875137	154.590391242327	6	19	1602	5486	1313	2626	3339	511	113	1531120.42351885	1819054.83477095	2611077.71268129	2827782.24172878	2711571.00623977	29201.8729289218	28647.1557324545	41745.1189469502	46959.4511141708	46947.7862117395	692.80787992264	-317.158845741374	-45.0856686024268	55.2120975999577	-78.7140316842071
